owners_number,pts,year,price,with_nds,is_oficial,city,parents_ids_len,mileage,state_not_beaten,images_count,cylinder_amount,cylinder_order,displacement,engine,gear,horse_power,mark,model_info,moto_type,stroke_amount,transmission
1,ORIGINAL,2004,440000,False,False,Новокузнецк,7,9000,True,15,CYLINDERS_4,LINE,1200,CARBURETOR,CHAIN,104.0,Suzuki,GSF_1200_BANDIT,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2021,35000,False,False,Чкаловское,8,3000,True,10,CYLINDERS_4,,130,CARBURETOR,CHAIN,130.0,Racer,SR_X1_X2,ROAD,STROKES_2,TRANSMISSION_5
1,ORIGINAL,2008,650000,False,False,Динская,8,29140,True,20,,,1400,,Not_info,,Kawasaki,1400_GTR,,,
1,ORIGINAL,1999,240000,False,False,Калуга,7,70000,True,25,CYLINDERS_2,OPPOSITE,1085,INJECTOR,CARDAN,90.0,BMW,R_1100_RS,TOURISM,STROKES_4,TRANSMISSION_5
4,ORIGINAL,1997,205000,False,False,Новосибирск,7,47230,True,6,CYLINDERS_4,LINE,400,CARBURETOR,CHAIN,53.0,Yamaha,FZ_400,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2022,2496124,False,False,Москва,6,12,True,2,CYLINDERS_4,LINE,998,INJECTOR,CHAIN,203.0,Kawasaki,ZX_10_NINJA,SUPERSPORT,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2009,600000,False,False,Малаховка,7,1621,True,9,,,656,,Not_info,85.0,Suzuki,GSX_650_F,,,
1,ORIGINAL,2008,464550,False,False,Москва,6,15986,True,5,,,850,INJECTOR,Not_info,,Aprilia,MANA_850,ROAD,STROKES_4,AUTOMATIC
1,ORIGINAL,2010,484500,False,False,Москва,6,61600,True,5,,,700,,Not_info,,Honda,NT700V,ROAD,,
1,ORIGINAL,1995,237500,False,False,Москва,6,22100,True,5,,,1100,,Not_info,,Kawasaki,GPZ_1100,SPORTTOURISM,,
1,ORIGINAL,2014,665000,False,False,Москва,6,54900,True,5,,,700,,Not_info,,Yamaha,MT_07,ROAD,,
1,ORIGINAL,2011,670000,False,False,Москва,6,15000,True,12,,,699,INJECTOR,Not_info,,Honda,NT700V,TOURISM,,
1,ORIGINAL,2007,437000,False,False,Москва,6,19862,True,5,,,650,INJECTOR,Not_info,,Kawasaki,ER_6N,ROAD,,
3,ORIGINAL,2016,2800000,False,False,Москва,6,20000,True,11,CYLINDERS_2,V_TYPE,1917,INJECTOR,BELT,106.0,Harley-Davidson,FAT_BOY,CUSTOM,,TRANSMISSION_6
2,ORIGINAL,2012,1500000,False,False,Москва,6,92000,True,16,CYLINDERS_2,V_TYPE,1688,INJECTOR,BELT,94.0,Harley-Davidson,FAT_BOB,CUSTOM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1995,235000,False,False,Москва,6,74513,True,11,,,1100,INJECTOR,CARDAN,80.0,BMW,R_1100_RS,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2015,595000,False,False,Москва,6,27737,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750_X,SPORTENDURO,,TRANSMISSION_6
2,ORIGINAL,2009,1268000,False,True,Санкт-Петербург,6,24082,True,8,CYLINDERS_2,V_TYPE,992,INJECTOR,CHAIN,83.0,Ducati,SPORTCLASSIC,CLASSIC,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,3150000,False,True,Уфа,7,16500,True,14,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,90.0,Harley-Davidson,ROAD_GLIDE_LIMITED,TOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2004,500000,False,False,Москва,6,61500,True,3,CYLINDERS_2,LINE,900,INJECTOR,CHAIN,86.0,Yamaha,TDM_900,ROAD,,TRANSMISSION_6
3,DUPLICATE,2000,370000,False,False,Данилов,7,65000,True,12,CYLINDERS_2,V_TYPE,1000,CARBURETOR,CHAIN,98.0,Honda,XL1000V,TOURIST_ENDURO,STROKES_4,
2,ORIGINAL,2012,400000,False,False,Москва,6,36600,True,4,CYLINDERS_2,LINE,649,INJECTOR,CHAIN,73.0,Kawasaki,ER_6N,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2009,620000,False,False,Подольск,7,37500,True,6,CYLINDERS_4,LINE,1000,TURBO,CHAIN,150.0,Yamaha,FZ1,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2009,650000,False,False,Барнаул,7,23000,True,6,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,135.0,Suzuki,GSX_R_600,SPORTBIKE,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2003,435000,False,False,Полевской,7,24000,True,5,CYLINDERS_2,V_TYPE,1300,CARBURETOR,CARDAN,75.0,Honda,VTX1300,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2021,180000,False,False,Москва,6,4200,True,4,CYLINDERS_1,LINE,180,CARBURETOR,CHAIN,17.0,Bajaj,PULSAR_180,NAKEDBIKE,STROKES_4,TRANSMISSION_5
3,ORIGINAL,2007,545000,False,False,Александров,7,75000,True,5,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,127.0,Yamaha,YZF_R6,SUPERSPORT,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2004,399000,False,False,Москва,6,38866,True,15,CYLINDERS_2,V_TYPE,1100,INJECTOR,CARDAN,74.0,Moto Guzzi,CALIFORNIA_1400,CLASSIC,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2003,395000,False,False,Санкт-Петербург,6,21000,True,3,CYLINDERS_2,,1150,INJECTOR,CARDAN,98.0,BMW,R_1150_RS,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2014,645000,False,False,Краснодар,7,18856,True,27,CYLINDERS_2,V_TYPE,696,INJECTOR,CHAIN,80.0,Ducati,MONSTER_696,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,2590000,False,False,Екатеринбург,7,13000,True,9,,,1900,INJECTOR,BELT,,Harley-Davidson,HERITAGE,CHOPPER,,TRANSMISSION_6
1,ORIGINAL,2021,9500000,False,True,Красноярск,7,1,True,21,CYLINDERS_2,V_TYPE,1923,INJECTOR,BELT,,Harley-Davidson,CVO_STREET_GLIDE,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,1350000,False,False,Москва,6,1700,True,3,CYLINDERS_4,,650,INJECTOR,CHAIN,,Honda,CB_650R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2007,330000,False,False,Озёры,7,49600,True,15,CYLINDERS_2,LINE,800,INJECTOR,BELT,85.0,BMW,F_800_S,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2010,175000,False,False,Владивосток,7,1,True,15,,,65,,Not_info,,Kawasaki,KX,OFFROAD_ENDURO,,
2,ORIGINAL,2017,450000,False,False,Москва,6,15000,True,5,CYLINDERS_1,LINE,390,INJECTOR,CHAIN,,KTM,390_DUKE,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,990000,False,False,Раменское,8,1900,True,15,,,600,,Not_info,,Yamaha,YZF_R6,SUPERSPORT,,
1,ORIGINAL,2006,499000,False,False,Раменское,8,80000,True,17,,,1100,,Not_info,,Honda,CBR_1100,SPORTTOURISM,,
2,ORIGINAL,2018,1390000,False,True,Новосибирск,7,26713,True,16,CYLINDERS_2,V_TYPE,1200,INJECTOR,BELT,,Harley-Davidson,SPORTSTER_,CLASSIC,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2006,710000,False,False,Владивосток,7,7500,True,29,CYLINDERS_2,V_TYPE,1800,INJECTOR,CARDAN,,Honda,VTX_,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2010,710000,False,False,Владивосток,7,7200,True,27,CYLINDERS_2,V_TYPE,1200,INJECTOR,BELT,,Harley-Davidson,SPORTSTER_,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2007,495000,False,False,Москва,6,21485,True,25,CYLINDERS_2,V_TYPE,1000,INJECTOR,CHAIN,122.0,KTM,990_SUPER_DUKE,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2015,1700000,False,False,Екатеринбург,7,5770,True,6,CYLINDERS_2,V_TYPE,1200,INJECTOR,CHAIN,162.0,Ducati,DIAVEL,NAKEDBIKE,,TRANSMISSION_6
3,ORIGINAL,2017,549000,False,False,Екатеринбург,7,8680,True,11,,,250,,Not_info,22.0,Kawasaki,KLX_250,TOURIST_ENDURO,,
3,ORIGINAL,2015,795000,False,False,Москва,6,55113,True,9,CYLINDERS_4,LINE,800,INJECTOR,CHAIN,106.0,Honda,VFR,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2020,1169000,False,True,Ростов-на-Дону,7,3142,True,6,CYLINDERS_2,V_TYPE,883,INJECTOR,BELT,62.0,Harley-Davidson,XLH_883,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2016,3100000,False,True,Ростов-на-Дону,7,12300,True,9,CYLINDERS_2,V_TYPE,1748,,Not_info,,Harley-Davidson,TRI_GLIDE,ROAD,,
1,ORIGINAL,2014,1130000,False,False,Владивосток,7,29586,True,20,,,1800,,Not_info,,Indian,CHIEF_VINTAGE,CRUISER,,
2,ORIGINAL,2011,2490000,False,True,Ростов-на-Дону,7,9490,True,11,CYLINDERS_2,V_TYPE,1690,INJECTOR,BELT,,Harley-Davidson,ULTRA_LIMITED,ALLROUND,,TRANSMISSION_6
1,ORIGINAL,2010,645000,False,False,Москва,6,33681,True,28,CYLINDERS_2,V_TYPE,750,INJECTOR,CARDAN,44.0,Honda,VT_750,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2001,395000,False,False,Москва,6,43291,True,28,CYLINDERS_2,OPPOSITE,1150,INJECTOR,CARDAN,95.0,BMW,R_1150_RS,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2011,665000,False,False,Москва,6,31367,True,26,CYLINDERS_4,LINE,800,INJECTOR,CHAIN,106.0,Yamaha,FZ8,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2012,595000,False,False,Москва,6,41899,True,3,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,78.0,Yamaha,XJ6,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1998,755000,False,False,Санкт-Петербург,6,7600,True,6,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,61.0,BMW,R_1200,CLASSIC,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2016,1000000,False,False,Москва,6,14000,True,9,,,750,,Not_info,,Honda,NC_750_X,TOURIST_ENDURO,,AUTOMATIC
1,ORIGINAL,2005,395000,False,False,Москва,6,2449,True,26,CYLINDERS_1,,250,CARBURETOR,CHAIN,22.0,Yamaha,XG250_TRICKER,OFFROAD_ENDURO,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2009,620000,False,False,Владивосток,7,64232,True,20,,,1200,,Not_info,,BMW,R_1200_RT,TOURISM,,
1,ORIGINAL,2019,3250000,False,False,Вёшки,7,1500,True,5,CYLINDERS_2,V_TYPE,1868,INJECTOR,BELT,92.0,Harley-Davidson,FXDR_114,CRUISER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1989,55000,False,False,Липецк,7,9,True,3,,,1,,Not_info,,Minsk (Минск),S_125,,,
1,DUPLICATE,2004,250000,False,False,Новосибирск,7,25964,True,16,CYLINDERS_2,LINE,500,CARBURETOR,Not_info,60.0,Kawasaki,GPZ_500,SPORTTOURISM,,
2,ORIGINAL,2001,390000,False,False,Мурино,8,38000,True,9,,,600,,Not_info,110.0,Honda,CBR_600_F,SPORTTOURISM,,
1,ORIGINAL,2009,700000,False,False,Красное Село,8,25000,True,13,CYLINDERS_4,V_TYPE,1300,INJECTOR,CARDAN,129.0,Honda,ST_1300,SPORTTOURISM,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2009,460000,False,False,Иваново,7,142,True,1,CYLINDERS_1,LINE,450,CARBURETOR,CHAIN,53.0,KTM,450_SMR,PITBIKE,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2015,715000,False,False,Москва,6,42718,True,11,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2013,505000,False,False,Москва,6,34037,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2001,345000,False,False,Москва,6,70890,True,11,,,650,INJECTOR,CHAIN,50.0,BMW,F_650_GS,TOURIST_ENDURO,,TRANSMISSION_5
1,ORIGINAL,2015,395000,False,False,Москва,6,21287,True,11,,,250,INJECTOR,CHAIN,25.0,Honda,CRF_250L,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2013,355000,False,False,Москва,6,39674,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2013,355000,False,False,Москва,6,24554,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2013,1375000,False,False,Москва,6,57414,True,11,,,1800,INJECTOR,CARDAN,117.0,Honda,GL_1800,CRUISER,,TRANSMISSION_5_FORWARD_AND_BACK
1,ORIGINAL,2012,595000,False,False,Москва,6,49417,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,AUTOMATIC
1,ORIGINAL,2015,895000,False,False,Москва,6,2529,True,11,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2013,525000,False,False,Москва,6,17506,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2015,555000,False,False,Москва,6,49501,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2012,475000,False,False,Москва,6,51687,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2015,895000,False,False,Москва,6,7877,True,11,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2011,585000,False,False,Москва,6,33012,True,11,,,1000,INJECTOR,CHAIN,138.0,Kawasaki,Z_1000SX,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2005,315000,False,False,Москва,6,37785,True,11,,,250,INJECTOR,CHAIN,25.0,Yamaha,XT_250_SEROW,SPORTENDURO,,TRANSMISSION_5
1,ORIGINAL,2013,845000,False,False,Москва,6,26878,True,11,,,1200,INJECTOR,CHAIN,163.0,Ducati,DIAVEL,CRUISER,,TRANSMISSION_6
1,ORIGINAL,2003,855000,False,False,Москва,6,61162,True,10,,,1499,INJECTOR,BELT,67.0,Harley-Davidson,ROAD_GLIDE,TOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,505000,False,False,Москва,6,49654,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2015,735000,False,False,Москва,6,21692,True,11,,,1000,INJECTOR,CHAIN,138.0,Kawasaki,Z_1000SX,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,565000,False,False,Москва,6,30589,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2014,605000,False,False,Москва,6,34118,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2011,705000,False,False,Москва,6,15120,True,11,,,1000,INJECTOR,CHAIN,167.0,Aprilia,TUONO_V4,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2011,665000,False,False,Москва,6,30264,True,11,,,800,INJECTOR,CHAIN,106.0,Honda,VFR_800X_CROSSRUNNER,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2002,355000,False,False,Москва,6,45637,True,11,,,1150,INJECTOR,CARDAN,95.0,BMW,R_1150_RT,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,355000,False,False,Москва,6,44936,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2015,675000,False,False,Москва,6,25812,True,11,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2013,1355000,False,False,Москва,6,22969,True,11,,,1690,INJECTOR,BELT,84.0,Harley-Davidson,_STREET_GLIDE,CRUISER,,TRANSMISSION_6
1,ORIGINAL,2004,385000,False,False,Москва,6,17487,True,11,,,750,INJECTOR,CHAIN,45.0,Honda,VT_750,CRUISER,,TRANSMISSION_5
1,ORIGINAL,2013,525000,False,False,Москва,6,16739,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2019,525000,False,False,Москва,6,14770,True,11,,,250,INJECTOR,CHAIN,25.0,Honda,CRF_250_RALLY,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2015,605000,False,False,Москва,6,15723,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2019,1055000,False,False,Москва,6,25051,True,13,,,850,INJECTOR,CHAIN,77.0,BMW,F_750_GS,TOURIST_ENDURO,,TRANSMISSION_6
1,ORIGINAL,2005,425000,False,False,Москва,6,19345,True,11,,,955,INJECTOR,CHAIN,118.0,Triumph,SPEED_TRIPLE,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2011,675000,False,False,Москва,6,44533,True,11,,,800,INJECTOR,CHAIN,95.0,Triumph,TIGER_800,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2002,475000,False,False,Москва,6,27895,True,11,,,1100,INJECTOR,CHAIN,164.0,Honda,CBR_1100,SPORTBIKE,,TRANSMISSION_6
1,ORIGINAL,2010,635000,False,False,Москва,6,60524,True,11,,,1300,INJECTOR,CARDAN,172.0,BMW,K_1300_R,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2015,1055000,False,False,Москва,6,24674,True,11,,,1000,INJECTOR,CHAIN,165.0,BMW,S_1000_XR,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2010,605000,False,False,Москва,6,44346,True,10,,,1000,INJECTOR,CHAIN,138.0,Kawasaki,Z_1000SX,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2007,435000,False,False,Москва,6,50904,True,10,,,1100,INJECTOR,CHAIN,95.0,Ducati,HYPERMOTARD,SUPERSPORT,,TRANSMISSION_5
1,ORIGINAL,2015,955000,False,False,Москва,6,39684,True,11,,,1000,INJECTOR,CHAIN,165.0,BMW,S_1000_XR,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2010,475000,False,False,Москва,6,34079,True,10,,,1250,INJECTOR,CHAIN,110.0,Suzuki,GSX_1250_FA,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2012,1145000,False,False,Москва,6,29284,True,11,,,1600,INJECTOR,CARDAN,160.0,BMW,K_1600_GTL,TOURISM,,TRANSMISSION_6
1,ORIGINAL,2017,705000,False,False,Москва,6,11322,True,11,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2015,795000,False,False,Москва,6,44950,True,11,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2013,475000,False,False,Москва,6,39186,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2011,705000,False,False,Москва,6,86957,True,11,,,1400,INJECTOR,CARDAN,155.0,Kawasaki,1400_GTR,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2008,615000,False,False,Москва,6,8413,True,11,,,2053,INJECTOR,BELT,103.0,Kawasaki,VN2000_VULCAN,CRUISER,,TRANSMISSION_5
1,ORIGINAL,2013,415000,False,False,Москва,6,50275,True,11,,,400,INJECTOR,CHAIN,47.0,Honda,400X,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2015,735000,False,False,Москва,6,19752,True,11,,,1000,INJECTOR,CHAIN,138.0,Kawasaki,Z_1000SX,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2011,895000,False,False,Москва,6,1744,True,13,,,1200,INJECTOR,CARDAN,172.0,Honda,VFR_1200,SPORTTOURISM,,AUTOMATIC
1,ORIGINAL,2014,1265000,False,False,Москва,6,31586,True,11,,,1200,INJECTOR,CARDAN,110.0,BMW,R_1200_RT,TOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,345000,False,False,Москва,6,56101,True,10,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2005,475000,False,False,Москва,6,68675,True,10,,,1157,INJECTOR,CARDAN,163.0,BMW,K_1200_R,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2009,805000,False,False,Москва,6,55637,True,11,,,1200,INJECTOR,CARDAN,105.0,BMW,R_1200_GS,TOURIST_ENDURO,,TRANSMISSION_6
1,ORIGINAL,2011,715000,False,False,Москва,6,33792,True,11,,,800,INJECTOR,CHAIN,95.0,Triumph,TIGER_800,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,1999,625000,False,False,Москва,6,89422,True,11,,,1450,INJECTOR,BELT,61.0,Harley-Davidson,ELECTRA_GLIDE_,CRUISER,,TRANSMISSION_6
1,ORIGINAL,2015,735000,False,False,Москва,6,24610,True,10,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2003,595000,False,False,Москва,6,63348,True,6,,,1300,INJECTOR,CARDAN,126.0,Honda,ST_1300,CLASSIC,,TRANSMISSION_5
1,ORIGINAL,2015,1035000,False,False,Москва,6,24345,True,11,,,1200,INJECTOR,CHAIN,150.0,Ducati,MULTISTRADA_1200,TOURIST_ENDURO,,TRANSMISSION_6
1,ORIGINAL,2008,565000,False,False,Москва,6,44307,True,11,,,800,INJECTOR,CHAIN,85.0,BMW,F_650_GS,TOURIST_ENDURO,,TRANSMISSION_5
1,ORIGINAL,2013,745000,False,False,Москва,6,36639,True,10,,,1200,INJECTOR,CARDAN,172.0,Honda,VFR_1200,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,525000,False,False,Москва,6,10639,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2014,745000,False,False,Москва,6,30802,True,10,,,1000,INJECTOR,CHAIN,98.0,Suzuki,DL_V_STROM,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2011,505000,False,False,Москва,6,48388,True,10,,,1250,INJECTOR,CHAIN,110.0,Suzuki,GSX_1250_FA,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2015,835000,False,False,Москва,6,32504,True,13,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2011,495000,False,False,Москва,6,60313,True,11,,,1250,INJECTOR,CHAIN,110.0,Suzuki,GSX_1250_FA,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2005,445000,False,False,Москва,6,58324,True,11,,,955,INJECTOR,CHAIN,118.0,Triumph,SPEED_TRIPLE,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2005,395000,False,False,Москва,6,40070,True,11,,,1200,INJECTOR,CARDAN,110.0,BMW,R_1200_ST,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2009,635000,False,False,Москва,6,39058,True,11,,,800,INJECTOR,CHAIN,85.0,BMW,F_800_GS,TOURIST_ENDURO,,TRANSMISSION_6
1,ORIGINAL,2013,345000,False,False,Москва,6,54644,True,10,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2011,875000,False,False,Москва,6,23401,True,11,,,1200,INJECTOR,CARDAN,172.0,Honda,VFR_1200,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,525000,False,False,Москва,6,23978,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2015,795000,False,False,Москва,6,20737,True,11,,,850,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2013,655000,False,False,Москва,6,13192,True,11,,,800,INJECTOR,BELT,95.0,BMW,F_800_GT,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,565000,False,False,Москва,6,12723,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2008,510000,False,False,Москва,6,39566,True,11,,,600,INJECTOR,CHAIN,102.0,Honda,CB_600,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2008,985000,False,False,Москва,6,25271,True,11,,,1580,INJECTOR,BELT,71.0,Harley-Davidson,_STREET_GLIDE,CRUISER,,TRANSMISSION_6
1,ORIGINAL,2011,785000,False,False,Москва,6,22736,True,11,,,1200,INJECTOR,CARDAN,172.0,Honda,VFR_1200,SPORTTOURISM,,AUTOMATIC
1,ORIGINAL,2010,835000,False,False,Москва,6,14468,True,11,,,1200,INJECTOR,CARDAN,172.0,Honda,VFR_1200,SPORTTOURISM,,AUTOMATIC
1,ORIGINAL,2014,1195000,False,False,Москва,6,16226,True,10,,,1200,INJECTOR,CARDAN,110.0,BMW,R_1200_RT,TOURISM,,TRANSMISSION_6
1,ORIGINAL,2013,525000,False,False,Москва,6,12239,True,11,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2013,475000,False,False,Москва,6,45834,True,10,,,700,INJECTOR,CHAIN,50.0,Honda,NC_700_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2011,965000,False,False,Москва,6,114556,True,11,,,1690,INJECTOR,BELT,97.0,Harley-Davidson,ELECTRA_GLIDE_,CRUISER,,TRANSMISSION_6
1,ORIGINAL,2005,415000,False,False,Москва,6,83186,True,10,,,1200,INJECTOR,CARDAN,110.0,BMW,R_1200_ST,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2019,955000,False,False,Москва,6,34047,True,7,,,750,INJECTOR,CHAIN,55.0,Honda,NC_750_X,SPORTENDURO,,TRANSMISSION_6
1,ORIGINAL,2013,705000,False,False,Москва,6,4610,True,11,,,650,INJECTOR,CHAIN,71.0,Suzuki,V_STROM_DL_650,CLASSIC,,TRANSMISSION_6
1,ORIGINAL,2013,715000,False,False,Москва,6,28869,True,6,,,800,INJECTOR,BELT,95.0,BMW,F_800_GT,SPORTTOURISM,,TRANSMISSION_6
1,ORIGINAL,2003,625000,False,False,Москва,6,35283,True,11,,,1300,INJECTOR,CARDAN,126.0,Honda,ST_1300,CLASSIC,,TRANSMISSION_5
1,ORIGINAL,2011,765000,False,False,Москва,6,15818,True,11,,,500,INJECTOR,CHAIN,54.0,KTM,500_EXC,SPORTENDURO,,TRANSMISSION_6
