owners_number,pts,year,price,with_nds,is_oficial,city,parents_ids_len,mileage,state_not_beaten,images_count,cylinder_amount,cylinder_order,displacement,engine,gear,horse_power,mark,model_info,moto_type,stroke_amount,transmission
2,ORIGINAL,1989,135000,False,False,Нижний Новгород,7,25550,True,2,CYLINDERS_2,,350,,Not_info,,Jawa,638,,,
3,ORIGINAL,2005,465000,False,False,Санкт-Петербург,6,15000,True,2,CYLINDERS_4,,600,INJECTOR,Not_info,,Honda,CBR_600_RR,SPORTBIKE,,
1,ORIGINAL,2012,1450000,False,False,Минск,6,60000,True,11,CYLINDERS_6,OPPOSITE,1800,INJECTOR,CARDAN,117.0,Honda,GL_1800,TOURISM,,TRANSMISSION_5
1,ORIGINAL,2021,1380000,False,False,Москва,6,1,True,11,CYLINDERS_2,LINE,895,INJECTOR,CHAIN,105.0,BMW,F_900_R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2017,660000,False,False,Владивосток,7,54000,True,30,CYLINDERS_2,V_TYPE,1000,INJECTOR,CHAIN,,Suzuki,DL_V_STROM,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,DUPLICATE,2009,999999,False,False,Москва,6,7700,True,17,,,1802,INJECTOR,BELT,94.0,Harley-Davidson,CVO_LIMITED,CRUISER,,TRANSMISSION_6
3,ORIGINAL,2003,250000,False,False,Смоленск,7,52500,True,6,CYLINDERS_2,V_TYPE,400,CARBURETOR,CHAIN,33.0,Honda,SHADOW,CHOPPER,STROKES_4,TRANSMISSION_5_FORWARD_AND_BACK
2,DUPLICATE,2012,1000000,False,False,Рязань,7,11900,True,12,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,120.0,Honda,CBR_600_RR,SPORTBIKE,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2008,620000,False,False,Плавненский,8,21000,True,6,CYLINDERS_4,LINE,750,INJECTOR,CHAIN,150.0,Suzuki,GSX_R_750,SPORTBIKE,STROKES_4,TRANSMISSION_6
3,ORIGINAL,1999,370000,False,False,Астрахань,7,55360,True,7,CYLINDERS_2,V_TYPE,1500,CARBURETOR,CARDAN,64.0,Kawasaki,VN1500_VULCAN,CRUISER,,TRANSMISSION_5
2,ORIGINAL,2011,400000,False,False,Москва,6,14737,True,9,CYLINDERS_2,LINE,650,INJECTOR,CHAIN,72.0,Kawasaki,ER_6N,NAKEDBIKE,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2000,360000,False,False,Сургут,7,40548,True,9,CYLINDERS_2,,916,INJECTOR,CHAIN,101.0,Ducati,MONSTER_S4,NAKEDBIKE,STROKES_4,
1,ORIGINAL,2018,1750000,False,False,Москва,6,45092,True,13,,,1300,,Not_info,160.0,KTM,1290_SUPER_ADVENTURE_S,,,
1,ORIGINAL,1996,260000,False,False,Новороссийск,7,41000,True,21,,,749,CARBURETOR,CHAIN,77.0,Suzuki,GSF_750_BANDIT,CLASSIC,,TRANSMISSION_5
1,ORIGINAL,2015,595000,False,False,Владивосток,7,14768,True,8,,,750,INJECTOR,BELT,,Harley-Davidson,STREET,CRUISER,STROKES_4,
1,ORIGINAL,2013,525000,False,False,Владивосток,7,21411,True,7,,,650,INJECTOR,CHAIN,,BMW,G_650_GS,TOURIST_ENDURO,STROKES_4,
1,ORIGINAL,2008,495000,False,False,Владивосток,7,10801,True,7,,,900,INJECTOR,BELT,,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,
1,ORIGINAL,2015,3200000,False,False,Москва,6,6400,True,32,CYLINDERS_2,V_TYPE,1801,INJECTOR,BELT,98.0,Harley-Davidson,CVO_SOFTAIL_CONVERTIBLE,CUSTOM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2011,887000,False,False,Санкт-Петербург,6,44782,True,7,CYLINDERS_4,LINE,1352,INJECTOR,CARDAN,155.0,Kawasaki,1400_GTR,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2012,535000,False,False,Раменское,8,16000,True,15,CYLINDERS_2,LINE,650,INJECTOR,CHAIN,65.0,Kawasaki,VERSYS_650,TOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2013,2900000,False,False,Минск,6,900,True,7,,,1690,,BELT,,Harley-Davidson,FAT_BOY,CLASSIC,,
3,ORIGINAL,2014,715000,False,False,Санкт-Петербург,6,15860,True,10,CYLINDERS_3,LINE,675,INJECTOR,CHAIN,106.0,Triumph,STREET_TRIPLE,ROAD,,
1,ORIGINAL,2014,660000,False,False,Москва,6,39683,True,19,,,900,INJECTOR,Not_info,,Yamaha,MT_09,ROAD,,
1,ORIGINAL,2017,970000,False,False,Москва,6,27859,True,19,,,900,INJECTOR,Not_info,,Yamaha,MT_09_TRACER,TOURIST_ENDURO,,
1,ORIGINAL,2014,690000,False,False,Москва,6,24727,True,19,,,900,INJECTOR,Not_info,,Yamaha,MT_09,ROAD,,
2,ORIGINAL,2017,850000,False,False,Ярославль,7,10500,True,11,CYLINDERS_1,LINE,690,INJECTOR,CHAIN,67.0,KTM,690_SMC_R,SUPERMOTARD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2012,550000,False,False,Брянск,7,2114,True,7,,,650,,Not_info,53.0,Kawasaki,ER_6,,,
1,ORIGINAL,2011,600000,False,False,Ярославль,7,19630,True,4,CYLINDERS_2,V_TYPE,645,INJECTOR,CHAIN,67.0,Suzuki,V_STROM_DL_650,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2001,300000,False,False,Москва,6,60000,True,10,CYLINDERS_4,V_TYPE,750,CARBURETOR,CARDAN,88.0,Honda,MAGNA,CRUISER,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2008,430000,False,False,Москва,6,54640,True,16,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,98.0,Yamaha,FZ6,ROAD,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2007,485000,False,False,Гомель,6,13000,True,7,CYLINDERS_4,LINE,1352,INJECTOR,CARDAN,160.0,Kawasaki,1400_GTR,SPORTTOURISM,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2002,410000,False,False,Краснознаменск,7,61126,True,9,CYLINDERS_2,V_TYPE,1000,CARBURETOR,Not_info,100.0,Honda,XL1000V,,,
4,ORIGINAL,2006,550000,True,False,Москва,6,65000,True,14,CYLINDERS_2,V_TYPE,1000,INJECTOR,CHAIN,102.0,Suzuki,DL_V_STROM,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2013,800000,False,False,Москва,6,66687,True,6,,,1400,INJECTOR,CHAIN,200.0,Kawasaki,ZZR_1400,SPORTTOURISM,,
3,ORIGINAL,2009,550000,False,False,Москва,6,44151,True,6,CYLINDERS_4,LINE,595,INJECTOR,CHAIN,80.0,Honda,CBR_600_RR,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2007,290000,False,False,Владивосток,7,1,True,21,,,250,,Not_info,,Yamaha,YZ_250F,CROSS,,
1,ORIGINAL,2021,269900,False,False,Санкт-Петербург,6,1,True,25,CYLINDERS_1,,250,CARBURETOR,CHAIN,21.0,Xmotos,RACER_250_PRO,CROSS,STROKES_4,
1,ORIGINAL,2004,650000,False,False,Новороссийск,7,46296,True,18,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,98.0,BMW,R_1200_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,200000,True,False,Кемерово,7,12000,True,21,CYLINDERS_1,LINE,250,INJECTOR,CHAIN,24.0,Zongshen,ZS250,TOURIST_ENDURO,,TRANSMISSION_6
1,ORIGINAL,2014,85000,False,False,Бирск,7,2000,True,11,CYLINDERS_1,LINE,225,CARBURETOR,CHAIN,16.0,ABM,SX_250,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2017,675000,False,False,Владивосток,7,33596,True,6,,,650,INJECTOR,CHAIN,,Kawasaki,EN650_VULCAN_S,CHOPPER,STROKES_4,
1,ORIGINAL,2014,350000,False,False,Москва,6,4000,True,6,CYLINDERS_1,,125,INJECTOR,CHAIN,15.0,KTM,125_DUKE,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1996,1499999,False,False,Брянск,7,34000,True,8,CYLINDERS_2,V_TYPE,1340,INJECTOR,BELT,67.0,Harley-Davidson,TRI_GLIDE,TRIKE,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2016,975000,False,False,Жлобин,7,4000,True,11,CYLINDERS_4,LINE,1300,INJECTOR,CARDAN,150.0,Yamaha,FJR_1300,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2013,1090000,False,False,Москва,6,6000,True,13,CYLINDERS_2,LINE,1700,INJECTOR,BELT,100.0,Triumph,THUNDERBIRD_STORM,CHOPPER,,TRANSMISSION_6
1,ORIGINAL,2017,4300000,False,False,Москва,6,52000,True,15,CYLINDERS_6,OPPOSITE,1800,INJECTOR,CARDAN,123.0,Honda,GL_1800,CRUISER,STROKES_4,TRANSMISSION_5_FORWARD_AND_BACK
1,ORIGINAL,2020,350000,False,False,Ижма,8,5000,True,15,CYLINDERS_2,LINE,400,INJECTOR,CHAIN,40.0,CFMOTO,400NK,NAKEDBIKE,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2009,690000,False,False,Санкт-Петербург,6,40000,True,4,CYLINDERS_4,LINE,1000,INJECTOR,CHAIN,125.0,Honda,CB_1000R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1996,305000,False,False,Владивосток,7,11222,True,6,,,225,CARBURETOR,CHAIN,,Yamaha,XT_225,CLASSIC,,
1,ORIGINAL,2018,1800000,False,False,Санкт-Петербург,6,12950,True,9,,,1198,INJECTOR,Not_info,163.0,Ducati,DIAVEL,NAKEDBIKE,,TRANSMISSION_6
3,ORIGINAL,2018,2150000,False,False,Евпатория,7,37000,True,13,,,1200,,Not_info,125.0,BMW,R_1200_GS_ADV,,,
1,ORIGINAL,2006,475000,False,False,Екатеринбург,7,26882,True,7,CYLINDERS_4,LINE,1000,INJECTOR,CHAIN,127.0,Kawasaki,Z_1000,NAKEDBIKE,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2000,370000,False,False,Тюмень,7,67000,True,9,CYLINDERS_4,LINE,1000,CARBURETOR,CHAIN,150.0,Yamaha,YZF_R1,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2021,2750000,False,False,Москва,6,388,True,5,CYLINDERS_4,LINE,999,INJECTOR,CHAIN,165.0,BMW,S_1000_R,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2009,1700000,False,False,Санкт-Петербург,6,1963,True,6,CYLINDERS_4,,1000,,BELT,70.0,Harley-Davidson,HERITAGE,CHOPPER,,TRANSMISSION_6
1,ORIGINAL,2013,405000,False,False,Владивосток,7,27004,True,8,,,250,INJECTOR,CHAIN,,Honda,CRF_250L,OFFROAD_ENDURO,,
1,ORIGINAL,2014,800000,False,False,Томск,7,7800,True,7,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,47.0,Kawasaki,VN900_VULCAN,CHOPPER,STROKES_4,TRANSMISSION_5
3,ORIGINAL,2012,1100000,False,False,Санкт-Петербург,6,300,True,21,CYLINDERS_2,V_TYPE,1450,INJECTOR,CHAIN,57.0,Headbanger,HOLLISTER_,CUSTOM,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2014,800000,False,False,Москва,6,9080,True,7,,LINE,745,INJECTOR,CHAIN,54.0,Honda,NM4,CRUISER,,ROBOTIC_2_CLUTCH
4,ORIGINAL,1991,230000,False,False,Хабаровск,7,65000,True,20,CYLINDERS_2,V_TYPE,800,CARBURETOR,CARDAN,56.0,Honda,PC_800,SPORTTOURISM,STROKES_4,TRANSMISSION_5
3,ORIGINAL,2004,399000,False,False,Москва,6,40065,True,7,CYLINDERS_4,LINE,750,INJECTOR,CHAIN,150.0,Suzuki,GSX_R_750,SPORTBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,1100000,False,False,Москва,6,67842,True,6,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,125.0,BMW,R_1200_GS,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,125000,False,False,Балакирево,8,40,True,5,,,250,CARBURETOR,CHAIN,16.0,KAYO,K1,CROSS,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2011,550000,False,False,Минск,6,53400,True,16,CYLINDERS_2,,800,INJECTOR,CHAIN,,BMW,F_800_GS,OFFROAD_ENDURO,,TRANSMISSION_6
2,ORIGINAL,2016,2250000,False,False,Химки,7,12650,True,8,CYLINDERS_2,LINE,1200,INJECTOR,CHAIN,97.0,Triumph,THRUXTON,CUSTOM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,235000,False,False,Москва,6,4000,True,7,,,200,CARBURETOR,CHAIN,24.0,Bajaj,PULSAR,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2016,105000,False,False,Воронеж,7,2500,True,4,CYLINDERS_1,LINE,250,CARBURETOR,CHAIN,16.0,Другие,MOTOCIKLI,ROAD,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2020,165000,False,False,Красноярск,7,1570,True,14,CYLINDERS_1,,250,CARBURETOR,CHAIN,21.0,Motoland,DAKAR,SPORTENDURO,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2003,495000,False,False,Екатеринбург,7,48404,True,7,CYLINDERS_2,OPPOSITE,1150,INJECTOR,CARDAN,95.0,BMW,R_1150_RT,TOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,1998,270000,False,False,Владимир,7,23500,True,10,,,1052,,Not_info,,Kawasaki,ZZR_1100,SPORTTOURISM,,
1,ORIGINAL,2008,570000,False,False,Одинцово,8,27500,True,5,CYLINDERS_2,V_TYPE,680,INJECTOR,CARDAN,61.0,Honda,DN_01,SPORTTOURISM,,AUTOMATIC
3,ORIGINAL,2007,450000,False,False,Щелково,8,63500,True,11,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,98.0,Yamaha,FZ6,ROAD,,TRANSMISSION_6
1,ORIGINAL,2018,592830,True,False,Минск,6,16246,True,17,CYLINDERS_2,V_TYPE,903,,BELT,50.0,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2012,890000,False,False,Воронеж,7,15680,True,21,CYLINDERS_4,V_TYPE,1580,INJECTOR,BELT,71.0,Harley-Davidson,DYNA_WIDE_GLIDE,CHOPPER,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2008,447000,False,False,Новосибирск,7,6800,True,13,CYLINDERS_1,LINE,449,INJECTOR,CHAIN,50.0,Husqvarna,SM_450,SUPERMOTARD,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2010,1399999,False,False,Москва,6,40000,True,4,CYLINDERS_2,V_TYPE,1803,INJECTOR,Not_info,,Harley-Davidson,CVO_SOFTAIL_CONVERTIBLE,CRUISER,,
1,ORIGINAL,2010,390000,False,False,Развилка,8,31800,True,10,CYLINDERS_2,LINE,399,INJECTOR,CHAIN,55.0,Suzuki,SFV_400_GLADIUS,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,870000,False,False,Тюмень,7,7800,True,12,CYLINDERS_2,LINE,650,INJECTOR,CHAIN,69.0,Kawasaki,VERSYS_650,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2006,299000,False,False,Владивосток,7,24601,True,23,,,400,,Not_info,,Suzuki,GSR_400,ROAD,,
2,ORIGINAL,2017,430000,False,False,Санкт-Петербург,6,35000,True,10,CYLINDERS_2,LINE,296,INJECTOR,CHAIN,40.0,Kawasaki,VERSUS_X_300,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2015,2500000,False,False,Москва,6,1131,True,7,CYLINDERS_2,V_TYPE,1700,INJECTOR,BELT,78.0,Harley-Davidson,SOFTAIL_SLIM,,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2002,350000,False,False,Хабаровск,7,45000,True,2,CYLINDERS_2,OPPOSITE,1150,INJECTOR,CARDAN,,BMW,R_1150_RS,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2016,750000,False,False,Москва,6,6900,True,10,CYLINDERS_4,LINE,1078,INJECTOR,CHAIN,187.0,MV Agusta,BRUTALE_1078RR,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2007,635000,False,False,Владивосток,7,25000,True,16,CYLINDERS_2,V_TYPE,1300,CARBURETOR,CARDAN,75.0,Honda,VTX1300,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2022,425000,False,False,Екатеринбург,7,4,True,15,CYLINDERS_2,V_TYPE,650,INJECTOR,CHAIN,61.0,CFMOTO,650NK,ROAD,STROKES_4,TRANSMISSION_5
3,ORIGINAL,2005,400000,False,False,Сочи,7,52000,True,9,CYLINDERS_1,,660,INJECTOR,CHAIN,48.0,Yamaha,XT_660_X,ROAD,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2021,1200000,False,False,Кострома,7,1200,True,3,,V_TYPE,650,INJECTOR,CHAIN,71.0,Suzuki,V_STROM_DL_650,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,1100000,False,False,Москва,6,15557,True,7,,,650,,Not_info,95.0,Honda,CB_650R,,,
1,ORIGINAL,2021,2000000,False,False,Москва,6,3000,True,6,,,950,,CHAIN,112.0,Ducati,MULTISTRADA_950,ALLROUND,,TRANSMISSION_6
1,ORIGINAL,2014,630000,False,False,Москва,6,980,True,5,CYLINDERS_1,,390,,CHAIN,43.0,KTM,RC_390,SUPERSPORT,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,2200000,False,False,Москва,6,6000,True,14,CYLINDERS_2,OPPOSITE,1254,INJECTOR,CARDAN,136.0,BMW,R_1250_R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2019,1500000,False,False,Мытищи,7,8000,True,8,CYLINDERS_2,OPPOSITE,1170,INJECTOR,CARDAN,110.0,BMW,R_NINE_T,CLASSIC,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2019,4000000,False,False,Москва,6,4000,True,6,CYLINDERS_2,V_TYPE,1800,INJECTOR,BELT,90.0,Harley-Davidson,ULTRA_LIMITED,TOURISM,,
3,ORIGINAL,2010,850000,False,False,Волгоград,7,53000,True,12,CYLINDERS_4,LINE,1300,INJECTOR,CARDAN,160.0,BMW,K_1300_GT,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2014,1872093,False,False,Москва,6,1328,True,14,,,1690,TURBO,BELT,74.0,Harley-Davidson,HERITAGE,,STROKES_4,
1,ORIGINAL,2011,343155,False,False,Минск,6,50000,True,3,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,50.0,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,TRANSMISSION_5
3,ORIGINAL,2014,849000,False,False,Орехово-Зуево,7,26000,True,6,CYLINDERS_4,,1049,INJECTOR,CHAIN,144.0,Kawasaki,Z_1000,NAKEDBIKE,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2019,580000,False,False,Санкт-Петербург,6,14300,True,7,CYLINDERS_2,LINE,321,INJECTOR,CHAIN,42.0,Yamaha,YZF_R3,SPORTBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2006,240000,False,False,Минск,6,33000,True,10,CYLINDERS_4,LINE,600,CARBURETOR,CHAIN,97.0,Honda,CB_600,CLASSIC,STROKES_4,TRANSMISSION_4
2,ORIGINAL,2011,2150000,False,False,Москва,6,22000,True,21,,,1832,INJECTOR,CARDAN,118.0,Honda,GL_1800,CRUISER,,TRANSMISSION_5_FORWARD_AND_BACK
1,ORIGINAL,2007,490000,False,False,Москва,6,26000,True,12,CYLINDERS_2,V_TYPE,900,INJECTOR,BELT,56.0,Kawasaki,VN900_VULCAN,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2010,499163,False,False,Минск,6,41000,True,9,CYLINDERS_2,V_TYPE,1900,INJECTOR,BELT,120.0,Yamaha,XV1900,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2020,1320000,False,False,Москва,6,14000,True,19,CYLINDERS_2,LINE,900,INJECTOR,CHAIN,105.0,BMW,F_900_XR,SPORTTOURISM,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2010,640000,False,False,Москва,6,107972,True,9,,,800,,Not_info,86.0,BMW,F_800_GS,,,
1,ORIGINAL,2007,649000,False,False,Москва,6,50000,True,8,CYLINDERS_2,V_TYPE,1200,INJECTOR,BELT,88.0,Harley-Davidson,SPORTSTER_,CLASSIC,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2013,600000,False,False,Москва,6,33000,True,15,CYLINDERS_4,,800,INJECTOR,CHAIN,113.0,Kawasaki,Z_800,NAKEDBIKE,,TRANSMISSION_6
4,ORIGINAL,2010,620000,False,False,Москва,6,35500,True,6,CYLINDERS_4,LINE,999,INJECTOR,CHAIN,178.0,Honda,CBR_1000_RR,SUPERSPORT,STROKES_4,TRANSMISSION_6
3,ORIGINAL,1996,240000,False,False,Кошки,8,79760,True,1,,,750,CARBURETOR,CHAIN,127.0,Suzuki,GSX_R_750,SPORTBIKE,,TRANSMISSION_6
2,ORIGINAL,2012,499000,False,False,Москва,6,12635,True,10,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,78.0,Yamaha,XJ6,ROAD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2016,528555,False,False,Смоленск,7,500,True,9,CYLINDERS_2,V_TYPE,1200,INJECTOR,BELT,61.0,Harley-Davidson,SPORTSTER_,CRUISER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2018,805000,False,False,Владивосток,7,31661,True,22,CYLINDERS_4,LINE,950,INJECTOR,CHAIN,125.0,Kawasaki,Z_900,NAKEDBIKE,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2009,650000,False,False,Москва,6,43900,True,5,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,98.0,Yamaha,XJ6,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2018,480000,False,False,Видное,8,8300,True,3,CYLINDERS_1,,313,,Not_info,34.0,BMW,G310R,,,
1,ORIGINAL,2011,575000,False,False,Москва,6,30000,True,20,CYLINDERS_1,LINE,690,INJECTOR,CHAIN,66.0,KTM,690,SUPERMOTARD,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2008,510000,False,False,Красногорск,7,45050,True,5,CYLINDERS_2,V_TYPE,883,INJECTOR,BELT,60.0,Harley-Davidson,XLH_883,CHOPPER,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2017,80000,False,False,Чунский,8,200,True,8,CYLINDERS_1,,125,CARBURETOR,CHAIN,11.0,ABM,MSX_125,ROAD,STROKES_4,TRANSMISSION_4
1,ORIGINAL,2021,1900000,False,False,Краснодар,7,2050,True,5,CYLINDERS_2,V_TYPE,937,INJECTOR,CHAIN,113.0,Ducati,MULTISTRADA_950,SPORTTOURISM,STROKES_4,TRANSMISSION_6
4,DUPLICATE,2014,280000,False,False,Москва,6,40000,True,4,CYLINDERS_1,LINE,125,INJECTOR,CHAIN,15.0,KTM,125_DUKE,NAKEDBIKE,STROKES_4,TRANSMISSION_6
4,ORIGINAL,2018,570000,False,False,Санкт-Петербург,6,20000,True,7,CYLINDERS_1,,373,INJECTOR,CHAIN,44.0,KTM,390_DUKE,NAKEDBIKE,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,2700000,False,False,Москва,6,26000,True,40,CYLINDERS_2,OPPOSITE,1253,INJECTOR,CARDAN,136.0,BMW,R_1250_GS_ADV,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2014,840000,False,False,Москва,6,5157,True,12,CYLINDERS_3,LINE,847,INJECTOR,CHAIN,115.0,Yamaha,MT_09_TRACER,SPORTTOURISM,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2013,930000,False,False,Москва,6,15000,True,4,CYLINDERS_2,LINE,1600,INJECTOR,BELT,86.0,Triumph,THUNDERBIRD_1600,,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2018,842442,False,False,Гомель,6,12950,True,11,CYLINDERS_4,LINE,1042,INJECTOR,CHAIN,142.0,Kawasaki,Z_1000SX,SPORTBIKE,STROKES_4,TRANSMISSION_6
3,ORIGINAL,2012,140000,False,False,Москва,6,23718,True,9,CYLINDERS_1,LINE,125,CARBURETOR,CHAIN,10.0,Yamaha,YBR_125,CLASSIC,STROKES_4,TRANSMISSION_5
1,ORIGINAL,2015,1100000,False,False,Краснодар,7,27000,True,7,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,125.0,BMW,R_1200_R,ROAD,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2011,750000,False,False,Красноярск,7,20000,True,4,CYLINDERS_2,V_TYPE,1200,INJECTOR,CHAIN,148.0,Ducati,MULTISTRADA_1200,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
4,DUPLICATE,1998,255000,False,False,Инза,7,105000,True,3,CYLINDERS_4,,799,INJECTOR,CHAIN,80.0,Honda,VFR,SPORTTOURISM,STROKES_4,TRANSMISSION_6
2,ORIGINAL,1993,360000,False,False,Оренбург,7,31500,True,17,CYLINDERS_2,V_TYPE,1100,CARBURETOR,CARDAN,62.0,Yamaha,XV_1100,CRUISER,STROKES_4,TRANSMISSION_5
2,ORIGINAL,2017,2250000,False,True,Москва,6,13253,True,7,CYLINDERS_2,V_TYPE,1745,INJECTOR,BELT,87.0,Harley-Davidson,LOW_RIDER,CRUISER,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2008,560000,False,False,Красноярск,7,19000,True,2,CYLINDERS_4,LINE,600,INJECTOR,CHAIN,98.0,Yamaha,XJ6,SPORTTOURISM,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2020,980000,False,False,Москва,6,67,True,9,,,650,,Not_info,61.0,Kawasaki,EN650_VULCAN_S,,,
1,ORIGINAL,2006,440000,False,False,Санкт-Петербург,6,55428,True,9,,,998,,Not_info,,Honda,VTR,SPORTTOURISM,,
1,ORIGINAL,2005,270000,False,False,Владивосток,7,36974,True,21,,,250,,Not_info,,Kawasaki,KLX_250,TOURIST_ENDURO,,
2,ORIGINAL,2020,910000,False,False,Москва,6,7000,True,1,CYLINDERS_2,LINE,650,INJECTOR,CHAIN,68.0,Kawasaki,Z_650,NAKEDBIKE,,TRANSMISSION_6
1,ORIGINAL,2017,990000,False,False,Троицк,8,678,True,13,CYLINDERS_2,,800,INJECTOR,CHAIN,89.0,BMW,F_800_R,ROAD,,TRANSMISSION_6
3,ORIGINAL,2000,300000,False,False,Орёл,7,47000,True,14,CYLINDERS_4,LINE,599,CARBURETOR,CHAIN,120.0,Yamaha,YZF_R6,SUPERSPORT,STROKES_4,TRANSMISSION_6_FORWARD_AND_BACK
2,ORIGINAL,2019,1123256,False,False,Минск,6,12300,True,10,CYLINDERS_4,LINE,999,INJECTOR,CHAIN,160.0,BMW,S_1000_R,NAKEDBIKE,STROKES_4,TRANSMISSION_6
2,ORIGINAL,2014,1049000,False,False,Новосибирск,7,68500,True,14,CYLINDERS_2,V_TYPE,1200,INJECTOR,CHAIN,150.0,KTM,ADVENTURE,TOURIST_ENDURO,STROKES_4,TRANSMISSION_6
1,ORIGINAL,2017,1200000,False,False,Москва,6,18000,True,6,CYLINDERS_2,OPPOSITE,1200,INJECTOR,CARDAN,110.0,BMW,R_NINE_T_URBAN_GS,ALLROUND,,TRANSMISSION_6
